id_cliente,receita_total,numero_transacoes,id_produto,id,nome
18090,9850.86,30,145,18090.0,Devaney
18091,5457.51,29,4391,18091.0,Devani
18092,8347.01,29,167,18092.0,Devania
18093,9785.44,34,303,18093.0,Devanice
18094,8743.04,31,33,18094.0,Devanier
18095,7024.65,33,98,18095.0,Devanil
18096,5927.9400000000005,23,470,18096.0,Devanilda
18097,6116.59,28,593,18097.0,Devanilde
18098,7538.72,27,303,18098.0,Devanildo
18099,9826.92,35,767,18099.0,Devanilson
18100,8376.88,23,9801,18100.0,Devanilton
18101,7355.51,31,119,18101.0,Devanio
18102,6020.24,27,277,18102.0,Devanir
18103,8765.97,30,159,18103.0,Devanira
18104,6438.6,20,1174,18104.0,Devanise
18105,7824.53,29,105,18105.0,Devanize
18106,9275.02,38,187,18106.0,Devany
18107,6696.92,29,147,18107.0,Devanzir
18108,8256.4,31,299,18108.0,Devar
18109,6353.14,30,531,18109.0,Devarci
18110,8929.48,31,666,18110.0,Devarlei
18111,6690.38,23,92,18111.0,Devd
18112,6880.92,22,50,18112.0,Devdy
18113,5939.24,22,1250,18113.0,Develin
18114,8986.7,33,257,18114.0,Devenir
18115,7230.86,30,149,18115.0,Deventino
18116,5957.72,24,305,18116.0,Deverci
18117,10100.84,39,53,18117.0,Devercino
18118,5519.0199999999995,28,260,18118.0,Deverlei
18119,8279.6,27,694,18119.0,Deverli
18120,5285.04,22,755,18120.0,Deverson
18121,10205.119999999999,42,390,18121.0,Deverton
18122,10450.43,36,482,18122.0,Devesson
18123,6986.39,33,293,18123.0,Deviane
18124,10389.41,35,442,18124.0,Devid
18125,10307.039999999999,38,682,18125.0,Devide
18126,9093.84,29,16,18126.0,Devidi
18127,11340.869999999999,36,639,18127.0,Devidson
18128,6799.34,33,50,18128.0,Devilin
18129,7926.79,34,1879,18129.0,Devilson
18130,9720.06,30,80,18130.0,Devina
18131,9455.16,31,874,18131.0,Devino
18132,6056.66,26,412,18132.0,Devir
18133,6599.54,22,579,18133.0,Devis
18134,8839.22,33,113,18134.0,Devison
18135,5686.76,34,43,18135.0,Devisson
18136,7692.99,31,806,18136.0,Deviton
18137,9354.78,40,11,18137.0,Devlin
18138,7383.799999999999,27,66,18138.0,Devon
18139,4899.21,24,154,18139.0,Devoncir
18140,5090.04,21,1442,18140.0,Devonete
18141,7390.55,33,286,18141.0,Devonice
18142,4098.54,23,317,18142.0,Devonir
18143,5738.63,31,339,18143.0,Devonsir
18144,9481.57,35,10,18144.0,Devonzir
18145,4587.76,23,368,18145.0,Devora
18146,9070.68,31,54,18146.0,Devson
18147,8694.31,36,83,18147.0,Devyd
18148,2557.5,14,1653,18148.0,Devyson
18149,8599.05,30,902,18149.0,Devysson
18150,5826.74,25,59,18150.0,Dewid
18151,8121.33,34,433,18151.0,Dewilson
18152,8724.47,34,75,18152.0,Dewson
18153,9806.18,33,564,18153.0,Dexter
18154,6654.780000000001,26,69,18154.0,Dey
18155,8351.34,26,422,18155.0,Deyane
18156,4912.16,23,404,18156.0,Deyber
18157,6880.58,35,89,18157.0,Deybison
18158,6250.05,22,221,18158.0,Deybson
18159,6413.81,26,283,18159.0,Deyce
18160,7727.200000000001,24,667,18160.0,Deyciane
18161,5615.96,26,60,18161.0,Deyde
18162,10913.81,34,115,18162.0,Deydiane
18163,9348.45,26,77,18163.0,Deydson
18164,7578.45,28,14,18164.0,Deygles
18165,9388.34,29,106,18165.0,Deyglison
18166,6002.38,26,295,18166.0,Deyjane
18167,7943.01,42,151,18167.0,Deykson
18168,7763.57,38,5442,18168.0,Deyla
18169,8778.85,35,640,18169.0,Deylane
18170,7623.82,31,26,18170.0,Deyler
18171,7010.31,33,896,18171.0,Deyliane
18172,7576.219999999999,34,31,18172.0,Deylla
18173,8483.7,36,113,18173.0,Deyllon
18174,6685.23,25,60,18174.0,Deylon
18175,7108.63,32,96,18175.0,Deylson
18176,7513.139999999999,28,186,18176.0,Deymerson
18177,4834.7,25,28,18177.0,Deymes
18178,6396.57,23,212,18178.0,Deymison
18179,9950.83,38,26,18179.0,Deymisson
18180,8376.65,31,87,18180.0,Deyna
18181,5509.51,27,179,18181.0,Deyne
18182,9722.31,32,981,18182.0,Deyner
18183,10193.59,31,360,18183.0,Deys
18184,6496.12,29,110,18184.0,Deysa
18185,8700.89,35,211,18185.0,Deyse
18186,7043.75,30,156,18186.0,Deyseane
18187,9664.18,39,190,18187.0,Deysi
18188,7592.93,30,99,18188.0,Deysiane
18189,8444.91,30,445,18189.0,Deysianne
18190,7248.28,21,87,18190.0,Deysiele
18191,8912.14,38,191,18191.0,Deysielle
18192,8217.29,31,264,18192.0,Deysilane
18193,6623.8,27,384,18193.0,Deyson
18194,6217.96,27,123,18194.0,Deysy
18195,6924.92,29,42,18195.0,Deyve
18196,8617.62,33,648,18196.0,Deyved
18197,8592.57,38,13,18197.0,Deyver
18198,9130.42,32,287,18198.0,Deyverson
18199,10307.61,35,328,18199.0,Deyves
18200,5259.41,19,72,18200.0,Deyveson
18201,8654.74,30,33,18201.0,Deyvesson
18202,7997.28,35,294,18202.0,Deyvi
18203,10772.07,34,217,18203.0,Deyviane
18204,7511.85,28,109,18204.0,Deyvid
18205,8439.619999999999,36,156,18205.0,Deyvide
18206,6824.08,30,11,18206.0,Deyvidi
18207,9586.11,34,90,18207.0,Deyvidson
18208,8340.289999999999,34,14,18208.0,Deyvidy
18209,6727.34,30,250,18209.0,Deyvila
18210,9161.47,29,215,18210.0,Deyvilla
18211,7832.27,30,75,18211.0,Deyvis
18212,9415.46,29,169,18212.0,Deyvisom
18213,6850.95,35,489,18213.0,Deyvison
18214,6430.47,27,1060,18214.0,Deyvisson
18215,8644.94,32,213,18215.0,Deyvit
18216,11704.0,35,52,18216.0,Deyvith
18217,9370.88,32,222,18217.0,Deyvson
18218,8403.93,24,2369,18218.0,Deyvyd
18219,4485.9,21,309,18219.0,Deywid
18220,7151.33,22,186,18220.0,Deywison
18221,6468.65,32,18,18221.0,Deywisson
18222,11028.76,40,260,18222.0,Deywson
18223,9699.539999999999,27,43,18223.0,Deyze
18224,9686.7,38,7010,18224.0,Deyziane
18225,7956.6,29,43,18225.0,Dezair
18226,9403.45,36,6822,18226.0,Dezanira
18227,7019.28,31,993,18227.0,Deze
18228,7140.36,35,858,18228.0,Dezembrino
18229,5968.5,26,75,18229.0,Dezi
18230,9708.75,26,49,18230.0,Dezia
18231,7491.79,26,63,18231.0,Deziane
18232,6569.3,22,46,18232.0,Deziderio
18233,6250.01,22,56,18233.0,Deziel
18234,6732.66,26,9,18234.0,Deziele
18235,8388.96,34,122,18235.0,Dezilda
18236,5117.87,27,36,18236.0,Dezimar
18237,7496.78,29,335,18237.0,Dezinha
18238,11044.59,34,68,18238.0,Dezinho
18239,9874.95,35,731,18239.0,Dezio
18240,8598.24,25,22,18240.0,Dezire
18241,7606.42,30,179,18241.0,Deziree
18242,9058.24,38,430,18242.0,Dezirre
18243,8540.25,29,276,18243.0,Dezivaldo
18244,7291.63,24,68,18244.0,Dezolina
18245,10846.89,35,34,18245.0,Dezuita
18246,9855.81,38,9602,18246.0,Dezuite
18247,8446.93,29,351,18247.0,Dferson
18248,8912.46,33,258,18248.0,Dgeane
18249,6561.84,28,92,18249.0,Dgeison
18250,10025.96,38,310,18250.0,Dgerson
18251,5251.91,25,168,18251.0,Dgmar
18252,6965.84,30,382,18252.0,Dhafine
18253,7364.8,26,175,18253.0,Dhafne
18254,4452.19,21,178,18254.0,Dhaiana
18255,6955.09,24,138,18255.0,Dhaiane
18256,7827.23,27,52,18256.0,Dhaiany
18257,8923.56,29,267,18257.0,Dhalia
18258,5255.93,24,171,18258.0,Dhamaris
18259,9023.36,35,106,18259.0,Dhamarys
18260,4890.55,23,971,18260.0,Dhan
18261,8476.45,32,268,18261.0,Dhandara
18262,10157.11,31,145,18262.0,Dhane
18263,4873.17,26,1420,18263.0,Dhaniel
18264,5823.99,29,7547,18264.0,Dhara
18265,6774.11,24,440,18265.0,Dharana
18266,6148.99,31,1077,18266.0,Dharla
18267,7863.150000000001,36,225,18267.0,Dharlan
18268,5642.99,22,118,18268.0,Dhavid
18269,3547.83,19,77,18269.0,Dhavy
18270,10323.6,42,33,18270.0,Dhayana
18271,8995.45,36,603,18271.0,Dhayane
18272,7819.19,27,280,18272.0,Dhayanne
18273,7479.82,27,124,18273.0,Dhebora
18274,4698.38,23,978,18274.0,Dheferson
18275,9380.08,37,92,18275.0,Dhefeson
18276,9242.79,33,213,18276.0,Dhefferson
18277,9516.59,35,49,18277.0,Dheila
18278,9780.3,36,130,18278.0,Dheime
18279,6008.35,28,343,18279.0,Dheimerson
18280,6798.7300000000005,28,268,18280.0,Dheimes
18281,7887.59,35,16,18281.0,Dheimeson
18282,10246.1,33,147,18282.0,Dheimison
18283,8710.26,35,741,18283.0,Dheimy
18284,8077.81,30,4,18284.0,Dheimyson
18285,7898.39,34,156,18285.0,Dheine
18286,9328.47,35,57,18286.0,Dheinifer
18287,8561.37,41,479,18287.0,Dheiny
18288,5472.5,25,627,18288.0,Dheise
18289,8586.14,29,232,18289.0,Dheison
18290,5223.929999999999,22,1051,18290.0,Dheisson
18291,5955.63,28,127,18291.0,Dheisy
18292,10069.07,37,5,18292.0,Dheivid
18293,6778.9,22,489,18293.0,Dheivison
18294,11256.67,36,390,18294.0,Dheizon
18295,6998.37,32,426,18295.0,Dhekson
18296,5719.01,23,86,18296.0,Dhemenson
18297,8694.37,34,18,18297.0,Dhemerson
18298,8400.52,30,349,18298.0,Dhemes
18299,8218.25,31,80,18299.0,Dhemeson
18300,4260.82,22,119,18300.0,Dhemesson
18301,5599.97,29,749,18301.0,Dhemilly
18302,5478.08,29,89,18302.0,Dhemis
18303,7465.24,40,57,18303.0,Dhemison
18304,9743.98,33,56,18304.0,Dhemisson
18305,8001.21,28,298,18305.0,Dhemyson
18306,7359.48,27,57,18306.0,Dhene
18307,7177.52,26,4,18307.0,Dhenefer
18308,9507.94,37,11,18308.0,Dheneffer
18309,8448.63,30,320,18309.0,Dhener
18310,9836.69,34,26,18310.0,Dhenife
18311,7676.68,31,383,18311.0,Dhenifer
18312,5405.39,25,34,18312.0,Dheniffer
18313,7511.35,29,28,18313.0,Dhenify
18314,11003.82,36,139,18314.0,Dhenis
18315,5981.94,28,37,18315.0,Dhenison
18316,7702.27,29,720,18316.0,Dhenne
18317,6656.33,28,369,18317.0,Dhennefer
18318,6731.27,23,395,18318.0,Dhenner
18319,7146.08,29,51,18319.0,Dhennifer
18320,9159.09,32,92,18320.0,Dhenniffer
18321,5321.29,22,1352,18321.0,Dhenny
18322,5711.0599999999995,29,130,18322.0,Dhennyfer
18323,6554.75,31,394,18323.0,Dheny
18324,5930.72,32,199,18324.0,Dhenyfer
18325,7607.5199999999995,25,1555,18325.0,Dheovana
18326,8504.64,29,31,18326.0,Dherick
18327,10366.95,38,530,18327.0,Dherik
18328,8175.76,26,125,18328.0,Dheryck
18329,8806.02,35,2473,18329.0,Dhesica
18330,8830.02,30,62,18330.0,Dhessica
18331,6741.87,26,190,18331.0,Dhessika
18332,9257.83,32,395,18332.0,Dhessy
18333,8310.93,27,7,18333.0,Dhessyca
18334,9682.24,33,477,18334.0,Dheverson
18335,8015.41,23,531,18335.0,Dheyla
18336,8309.34,33,114,18336.0,Dheyme
18337,9127.08,30,64,18337.0,Dheymerson
18338,7731.38,28,208,18338.0,Dheymeson
18339,9357.22,31,86,18339.0,Dheymison
18340,10805.72,32,157,18340.0,Dheymisson
18341,11768.550000000001,43,223,18341.0,Dheyna
18342,9627.59,32,473,18342.0,Dheyne
18343,8796.57,32,380,18343.0,Dheyse
18344,7081.639999999999,27,1,18344.0,Dheyson
18345,5704.12,29,399,18345.0,Dheysson
18346,7327.19,20,526,18346.0,Dheyvid
18347,8667.88,35,60,18347.0,Dheyvison
18348,6834.51,34,239,18348.0,Dhiago
18349,7039.18,29,4719,18349.0,Dhian
18350,5070.2699999999995,24,449,18350.0,Dhiana
18351,6562.76,22,35,18351.0,Dhiancarlo
18352,6607.11,27,58,18352.0,Dhiane
18353,5013.28,20,507,18353.0,Dhieferson
18354,7309.5,39,237,18354.0,Dhiego
18355,7096.89,30,179,18355.0,Dhieison
18356,5029.9,28,142,18356.0,Dhiemerson
18357,9666.66,31,110,18357.0,Dhiemes
18358,8900.71,35,265,18358.0,Dhiemison
18359,7286.95,32,428,18359.0,Dhiene
18360,8607.99,34,157,18360.0,Dhienefer
18361,8461.21,38,126,18361.0,Dhienife
18362,7456.87,35,10,18362.0,Dhienifer
18363,7472.95,34,3999,18363.0,Dhieniffer
18364,7962.74,30,142,18364.0,Dhieny
18365,12531.28,45,349,18365.0,Dhieson
18366,10648.75,32,14,18366.0,Dhiessica
18367,4078.33,29,56,18367.0,Dhiogo
18368,7564.07,25,185,18368.0,Dhion
18369,7641.26,35,263,18369.0,Dhionata
18370,5827.24,30,255,18370.0,Dhionatan
18371,3975.9,20,19,18371.0,Dhionatas
18372,6932.110000000001,36,130,18372.0,Dhionathan
18373,6939.67,26,936,18373.0,Dhione
18374,5633.61,22,306,18374.0,Dhiones
18375,7180.34,33,525,18375.0,Dhiony
18376,7700.51,33,168,18376.0,Dhiovana
18377,4619.12,22,1133,18377.0,Dhiovanna
18378,8197.41,33,5345,18378.0,Dhiulia
18379,7581.71,33,187,18379.0,Dhiuliana
18380,10876.98,37,847,18380.0,Dhiully
18381,6103.24,25,38,18381.0,Dhiuly
18382,7511.759999999999,32,81,18382.0,Dhomini
18383,5564.18,23,509,18383.0,Dhominy
18384,9100.310000000001,34,74,18384.0,Dhon
18385,11072.21,40,269,18385.0,Dhonata
18386,9102.38,29,7156,18386.0,Dhonatam
18387,7925.52,24,71,18387.0,Dhonatan
18388,7167.06,28,381,18388.0,Dhonatas
18389,5740.95,29,564,18389.0,Dhonatha
18390,9390.3,33,617,18390.0,Dhonathan
18391,10769.56,35,121,18391.0,Dhone
18392,10190.0,37,453,18392.0,Dhones
18393,8839.45,40,48,18393.0,Dhonne
18394,11384.89,36,304,18394.0,Dhonny
18395,6654.56,27,311,18395.0,Dhony
18396,6914.66,29,387,18396.0,Dhonys
18397,8909.68,35,8010,18397.0,Dhouglas
18398,4913.53,25,202,18398.0,Dhovana
18399,9649.38,38,112,18399.0,Dhow
18400,4222.36,22,864,18400.0,Dhuan
18401,5636.15,30,755,18401.0,Dhulha
18402,5093.63,25,572,18402.0,Dhuli
18403,10896.48,39,1686,18403.0,Dhulia
18404,8526.91,25,617,18404.0,Dhuliana
18405,8735.86,29,279,18405.0,Dhuliane
18406,5762.73,21,214,18406.0,Dhulio
18407,5931.24,29,298,18407.0,Dhully
18408,6816.8,34,14,18408.0,Dhullya
18409,7210.179999999999,25,364,18409.0,Dhuly
18410,9687.44,28,729,18410.0,Dhulya
18411,7299.77,18,1993,18411.0,Dhyan
18412,8529.55,32,119,18412.0,Dhyana
18413,5672.35,29,688,18413.0,Dhyego
18414,5288.1,23,389,18414.0,Dhyenifer
18415,5675.69,23,28,18415.0,Dhyessica
18416,7113.740000000001,29,1055,18416.0,Dhyogo
18417,8521.24,31,270,18417.0,Dhyonatan
18418,8851.45,30,153,18418.0,Dhyone
18419,7045.72,29,250,18419.0,Dhyovana
18420,11707.32,42,473,18420.0,Dhyovanna
18421,7448.78,37,254,18421.0,Dia
18422,6117.28,26,5576,18422.0,Diacir
18423,7259.61,20,96,18423.0,Diacis
18424,10403.56,42,425,18424.0,Diacisio
18425,3673.59,17,152,18425.0,Diacomo
18426,8380.98,35,61,18426.0,Diacui
18427,8913.64,26,345,18427.0,Diacuy
18428,8905.98,34,4,18428.0,Diago
18429,9696.53,32,1289,18429.0,Diaine
18430,3984.0299999999997,19,476,18430.0,Diair
18431,9450.92,32,114,18431.0,Diakson
18432,10803.97,41,237,18432.0,Diala
18433,10249.050000000001,30,1,18433.0,Dialeda
18434,10493.55,36,577,18434.0,Dialina
18435,6088.64,31,179,18435.0,Dialison
18436,7348.07,36,207,18436.0,Dialisson
18437,7309.68,28,487,18437.0,Diam
18438,11261.6,37,294,18438.0,Diama
18439,7541.9400000000005,26,349,18439.0,Diamantina
18440,5263.06,20,91,18440.0,Diamantino
18441,7379.09,23,38,18441.0,Diamar
18442,10266.07,35,582,18442.0,Diamara
18443,7437.49,28,277,18443.0,Diamarante
18444,7543.93,29,537,18444.0,Diames
18445,7880.04,34,55,18445.0,Diamila
18446,4929.2300000000005,22,614,18446.0,Diamile
18447,8053.34,29,1647,18447.0,Diamir
18448,9092.26,32,306,18448.0,Diamiro
18449,6103.65,20,786,18449.0,Dian
18450,6085.88,22,50,18450.0,Diana
18451,5809.57,23,179,18451.0,Dianara
18452,7454.48,31,835,18452.0,Dianari
18453,6467.24,24,220,18453.0,Dianary
18454,6333.23,27,130,18454.0,Dianata
18455,7140.28,28,74,18455.0,Dianatan
18456,8483.01,33,30,18456.0,Dianda
18457,8009.36,28,298,18457.0,Dianderson
18458,6785.12,29,292,18458.0,Diandra
18459,5934.45,27,384,18459.0,Diandria
18460,10433.27,36,26,18460.0,Diandro
18461,3360.89,19,3878,18461.0,Diane
18462,7875.82,30,179,18462.0,Dianefer
18463,4907.32,34,35,18463.0,Dianei
18464,2379.12,18,20,18464.0,Dianeide
18465,7600.05,36,37,18465.0,Dianes
18466,6808.320000000001,29,31,18466.0,Dianete
18467,4947.22,21,41,18467.0,Diangela
18468,4892.26,23,19,18468.0,Diangeles
18469,8968.52,39,37,18469.0,Diangelis
18470,5549.62,23,959,18470.0,Diangelo
18471,9169.49,38,7,18471.0,Diango
18472,7502.3099999999995,32,161,18472.0,Diangra
18473,8598.86,35,7,18473.0,Diani
18474,4155.42,22,480,18474.0,Dianice
18475,8510.82,26,446,18475.0,Dianiele
18476,8582.42,34,293,18476.0,Dianifer
18477,4798.56,25,128,18477.0,Dianina
18478,6174.43,35,53,18478.0,Dianine
18479,6094.82,28,290,18479.0,Dianini
18480,5168.1,20,1037,18480.0,Dianir
18481,9100.69,29,475,18481.0,Dianira
18482,10076.35,35,114,18482.0,Dianna
18483,9859.51,39,112,18483.0,Dianne
18484,7226.639999999999,27,1484,18484.0,Dianny
18485,5080.92,24,441,18485.0,Diano
18486,7869.92,36,274,18486.0,Dianora
18487,10695.16,33,38,18487.0,Diany
18488,6768.25,35,814,18488.0,Diaquino
18489,8776.33,28,45,18489.0,Diara
18490,7652.99,35,5977,18490.0,Diarlei
18491,6484.23,24,20,18491.0,Diarlen
18492,7756.58,31,168,18492.0,Diarles
18493,11960.14,35,78,18493.0,Diarley
18494,7357.360000000001,32,173,18494.0,Diarlison
18495,8171.43,27,153,18495.0,Diarone
18496,8757.56,34,969,18496.0,Dias
18497,8370.119999999999,36,17,18497.0,Diasis
18498,11780.86,33,980,18498.0,Diassis
18499,7552.2699999999995,27,150,18499.0,Diaulas
18500,6868.32,27,170,18500.0,Dib
18501,7126.26,26,132,18501.0,Dibe
18502,8239.22,31,130,18502.0,Dibson
18503,10259.699999999999,35,2939,18503.0,Dicarlos
18504,5876.88,22,179,18504.0,Dicea
18505,4986.93,21,433,18505.0,Diceia
18506,6331.12,22,989,18506.0,Diceli
18507,4457.46,24,106,18507.0,Dicelia
18508,9324.72,30,227,18508.0,Dicelma
18509,11497.06,41,130,18509.0,Dicesar
18510,8559.38,32,151,18510.0,Dicezar
18511,8579.37,37,769,18511.0,Diciane
18512,12136.55,41,218,18512.0,Dicileia
18513,10242.89,36,4,18513.0,Dicilene
18514,10407.619999999999,34,516,18514.0,Dicinei
18515,5476.4800000000005,28,335,18515.0,Dicineia
18516,5658.8,25,299,18516.0,Diciola
18517,7697.83,25,74,18517.0,Diciomar
18518,5663.86,27,205,18518.0,Dicione
18519,5876.9400000000005,27,58,18519.0,Diciula
18520,10816.14,36,266,18520.0,Dicivaldo
18521,7723.5,30,3039,18521.0,Dick
18522,7697.7,30,241,18522.0,Dickson
18523,5687.08,23,1047,18523.0,Dicla
18524,6281.8,29,843,18524.0,Diclei
18525,7346.27,26,280,18525.0,Dicleia
18526,7094.8,31,182,18526.0,Dicler
18527,6457.99,26,361,18527.0,Dicleuma
18528,7064.88,28,236,18528.0,Dicson
18529,8720.63,26,420,18529.0,Dida
18530,7296.07,26,990,18530.0,Didacio
18531,8479.77,43,68,18531.0,Didaco
18532,7173.099999999999,38,502,18532.0,Didero
18533,6741.05,34,116,18533.0,Diderot
18534,7082.9,28,189,18534.0,Didi
18535,8170.62,31,134,18535.0,Didia
18536,7857.08,36,95,18536.0,Didiana
18537,8702.07,27,481,18537.0,Didiane
18538,10467.06,32,387,18538.0,Didie
18539,7851.24,28,281,18539.0,Didier
18540,7070.280000000001,37,68,18540.0,Didima
18541,9890.67,36,683,18541.0,Didimo
18542,9904.119999999999,35,561,18542.0,Didio
18543,5412.3,26,934,18543.0,Dido
18544,7262.13,22,20,18544.0,Die
18545,6942.91,25,496,18545.0,Diebson
18546,6848.12,30,217,18546.0,Diece
18547,10202.17,38,73,18547.0,Diecica
18548,8173.75,33,110,18548.0,Dieckson
18549,9492.08,30,218,18549.0,Dieco
18550,11096.99,37,6,18550.0,Diecson
18551,8512.88,34,31,18551.0,Diedja
18552,4190.030000000001,22,782,18552.0,Diedo
18553,7356.1,31,135,18553.0,Diedro
18554,13445.17,38,276,18554.0,Diedson
18555,9602.15,27,618,18555.0,Dieferson
18556,7136.84,25,86,18556.0,Diefferson
18557,4548.94,28,8871,18557.0,Diega
18558,6120.83,27,275,18558.0,Dieggo
18559,5600.79,27,642,18559.0,Diegho
18560,8050.87,29,944,18560.0,Diegina
18561,8352.28,27,2052,18561.0,Diego
18562,8712.19,29,95,18562.0,Diegues
18563,6369.36,25,154,18563.0,Dieice
18564,8280.29,34,109,18564.0,Dieicon
18565,8831.01,29,23,18565.0,Dieikson
18566,8493.39,27,67,18566.0,Dieila
18567,8873.93,32,214,18567.0,Dieime
18568,10801.24,33,82,18568.0,Dieimerson
18569,8913.74,33,54,18569.0,Dieimes
18570,9149.54,34,170,18570.0,Dieimi
18571,9176.17,34,60,18571.0,Dieimis
18572,8394.81,34,149,18572.0,Dieimison
18573,9398.94,38,13,18573.0,Dieimisson
18574,14083.3,38,302,18574.0,Dieimy
18575,7171.799999999999,21,576,18575.0,Dieina
18576,8326.86,28,9720,18576.0,Dieine
18577,7178.32,34,1007,18577.0,Dieini
18578,6861.17,27,423,18578.0,Dieinifer
18579,5278.79,23,216,18579.0,Dieiny
18580,3579.49,21,1313,18580.0,Dieisa
18581,6754.81,22,559,18581.0,Dieise
18582,11447.9,39,15,18582.0,Dieisi
18583,6803.64,27,170,18583.0,Dieiso
18584,5126.47,23,80,18584.0,Dieisom
18585,9423.67,35,316,18585.0,Dieison
18586,9626.79,31,25,18586.0,Dieisson
18587,7440.53,33,399,18587.0,Dieize
18588,6659.22,22,383,18588.0,Dieizon
18589,6293.11,24,99,18589.0,Diek
18590,7689.71,30,240,18590.0,Diekson
18591,9964.66,30,94,18591.0,Diel
18592,13016.81,34,145,18592.0,Diela
18593,9799.36,29,248,18593.0,Diele
18594,8777.87,45,174,18594.0,Dielem
18595,5800.33,31,881,18595.0,Dielen
18596,7967.97,35,190,18596.0,Dieles
18597,8796.12,38,167,18597.0,Dieli
18598,8485.1,31,53,18598.0,Dielia
18599,7895.71,28,506,18599.0,Dielica
18600,8036.37,38,148,18600.0,Dielis
18601,7493.04,28,713,18601.0,Dielison
18602,4729.25,24,158,18602.0,Dielisson
18603,8532.67,28,685,18603.0,Dieliton
18604,7579.51,31,552,18604.0,Dielle
18605,8197.92,30,27,18605.0,Diellem
18606,10818.75,30,432,18606.0,Diellen
18607,6969.13,23,495,18607.0,Dielli
18608,9864.75,38,151,18608.0,Dielly
18609,8167.54,33,368,18609.0,Dielma
18610,6352.39,30,905,18610.0,Dielso
18611,7961.719999999999,26,559,18611.0,Dielson
18612,7472.33,24,288,18612.0,Dielton
18613,7953.349999999999,28,2333,18613.0,Diely
18614,7721.74,29,667,18614.0,Dielza
18615,7158.31,25,122,18615.0,Dieme
18616,8451.77,27,577,18616.0,Diemerson
18617,12101.01,36,283,18617.0,Diemes
18618,4778.29,33,53,18618.0,Diemeson
18619,4057.56,24,50,18619.0,Diemesson
18620,6449.46,28,86,18620.0,Diemi
18621,6054.44,21,443,18621.0,Diemile
18622,9181.359999999999,32,56,18622.0,Diemis
18623,4186.05,22,72,18623.0,Diemisom
18624,10712.97,35,9561,18624.0,Diemison
18625,7183.67,31,182,18625.0,Diemisson
18626,7938.679999999999,29,642,18626.0,Diena
18627,6023.55,26,631,18627.0,Diene
18628,7428.93,33,1,18628.0,Dienefe
18629,9043.08,32,5812,18629.0,Dienefer
18630,8817.98,27,6,18630.0,Dieneffer
18631,6278.79,27,262,18631.0,Diener
18632,6851.38,30,387,18632.0,Dienerson
18633,5419.07,27,4184,18633.0,Dienes
18634,6887.13,24,1203,18634.0,Dieneson
18635,6746.43,29,227,18635.0,Dieni
18636,7300.42,30,29,18636.0,Dienia
18637,9142.6,30,133,18637.0,Dienica
18638,4769.87,23,4264,18638.0,Dienife
18639,7714.16,33,246,18639.0,Dienifer
18640,5951.66,23,156,18640.0,Dieniffer
18641,8263.56,35,66,18641.0,Dienio
18642,3000.1499999999996,21,145,18642.0,Dienis
18643,8977.72,34,16,18643.0,Dienison
18644,8420.34,33,64,18644.0,Dienisson
18645,7344.39,30,250,18645.0,Dienne
18646,6347.7,30,37,18646.0,Diennefer
18647,4808.91,22,986,18647.0,Diennifer
18648,6065.24,28,474,18648.0,Dienny
18649,8866.33,34,755,18649.0,Dieno
18650,8285.59,32,142,18650.0,Dieny
18651,8271.46,30,451,18651.0,Dienyfer
18652,4424.82,25,104,18652.0,Dienyffer
18653,10569.91,36,276,18653.0,Dieque
18654,5033.91,26,164,18654.0,Diequison
18655,7644.58,32,555,18655.0,Dier
18656,8036.63,32,181,18656.0,Dierce
18657,9770.63,32,536,18657.0,Diercio
18658,6064.65,25,23,18658.0,Dierison
18659,9627.300000000001,36,71,18659.0,Dierla
18660,7261.4800000000005,16,1229,18660.0,Dierle
18661,6041.21,28,581,18661.0,Dierlei
18662,5336.06,24,135,18662.0,Dierlen
18663,4716.0199999999995,25,237,18663.0,Dierley
18664,6230.1,26,197,18664.0,Dierli
18665,6696.16,23,54,18665.0,Dierlison
18666,8999.08,28,383,18666.0,Dierlisson
18667,8444.460000000001,34,819,18667.0,Diermerson
18668,7528.56,37,367,18668.0,Diermeson
18669,10669.83,35,9572,18669.0,Dierre
18670,4923.75,22,344,18670.0,Dierry
18671,10959.01,30,678,18671.0,Dierson
18672,8193.619999999999,29,360,18672.0,Diesa
18673,5423.52,23,503,18673.0,Diesi
18674,7762.28,33,184,18674.0,Diesica
18675,6211.98,32,44,18675.0,Dieska
18676,7400.28,28,110,18676.0,Diesley
18677,6019.7699999999995,24,608,18677.0,Dieson
18678,6740.91,34,203,18678.0,Diesse
18679,5892.61,29,261,18679.0,Diessica
18680,8353.89,35,250,18680.0,Diessika
18681,10324.88,37,226,18681.0,Diesson
18682,7395.799999999999,30,370,18682.0,Diessy
18683,5716.74,27,413,18683.0,Dieter
18684,8739.5,38,28,18684.0,Diether
18685,8163.32,29,176,18685.0,Dietrich
18686,7129.23,21,705,18686.0,Dieverson
18687,6286.6,25,24,18687.0,Dieverton
18688,4891.11,20,357,18688.0,Dievison
18689,10471.8,31,84,18689.0,Dieyme
18690,6039.8,28,1866,18690.0,Dieymes
18691,10627.41,42,516,18691.0,Dieyne
18692,10285.45,42,253,18692.0,Dieyson
18693,9430.18,33,117,18693.0,Dieysson
18694,3470.41,18,1142,18694.0,Dieza
18695,7365.86,32,41,18695.0,Dieze
18696,11466.62,41,147,18696.0,Digeane
18697,7498.9400000000005,34,43,18697.0,Digelma
